Connected to /dev/tty.usbmodem1101
H_min: 5.9320 | R: 1100 | Data: 7fdce90e5699ab46a058073ce8745fc924a5440c8b100da977fd02b99def4c107e442294b030816b675ab6e03f7d32183328d5c3ef80e01197ca3a1acc111f3d7b869fe55fb05525e0935bf64743ab8b1cf44a19a57743efd8cb4a1010454e7c4995e5ded1bdeec3baf1e469e5544fa8de621beff188b30c7b5e1c75567f324c
H_min: 5.9320 | R: 1119 | Data: 2e2a6f55f84b832cea59c48d8d3898431ee4c4b9a49ef6b1fcf2fb99fd967dc336cf86116c7c560c99faaf08f9427fdc77f0067e618ff89bf5c0ce141b928966e1ba6c9f68c6d0ddf38271c7c3fa200e35cc0ef2270bcfa3957e35eddee54b334b45b10e29ed032a67cccabee9dead61836daf1652704018e9740beac3ecb258
H_min: 6.1425 | R: 1117 | Data: 0c82585227bb8f6d76efc72b2d8094f3544e1254aac0263db11fb338a05eaced311630a082e8a9ff2e98cad06e0aeb9080d02ca64d1e25bcf5f7dcf3a6d707fa225167c436e7641ec3f194f670c4a9587af938d901e1b1895fc7177a19a10d852fdc3940ff9d039b43cc4cd85a376a12a76b5b6f41c05d9ca25399f29d5995f5
H_min: 6.1425 | R: 1110 | Data: c6659d17401707007c9b629067f60b0056d8b854fd192b0d68b844125bc448965bccaf0839d4e82e5ba18c6447f9a485f7307576c9d54b8401772b896f761956df204f86e9714211bfe8502571713b784dc7bb10bb53f0d3e624712f383f0bd6c8daa97e9b876318b945dd1e838c91413b1f0668e339034f8de29a6b618d0b52
H_min: 5.9320 | R: 1133 | Data: 7cdd0271fb3b24820f7c99c1f4a47a30d26b2f616d809fe5315fc772235d25ba08b49d1bc936ecc2af0b70ca13a4975b40ca6c895e59114c7446af34d7a1c2697a0704713085a59252d731081761f830b9b61e97eac9559fae6a065e6d4da46173ba46d3241c388f6fc287dbec040b9f30c171a07df6919ac9bf50c242b3f80c
H_min: 5.9320 | R: 1123 | Data: 68af6e37152a76fc61e63a8e6e7c661e41606f3bcc22776d0b6af4eecd70a9033afa8b39dfebc416e729586ca405cc076f57ecd0e2151b937b24ad6064ff5a5f7846a043d926213e3981d1f2e409e5e4a03d78a7b3f9216345f7ddd9da021c5368e865e85ef3cf3b05b55bddef285e48e0881d9900b749cfcff7111a02c17738
H_min: 6.1425 | R: 1108 | Data: 432f506a53fdccf740aff3e50c33fe1760c6bbb3424711092c6fcef5a02e01f9c5b1da1a233046a182116ee9b240e134868a748755d72bdc53648a07b105f3df92800370b6c92854f1b2d51d1793594a4bbf72de35bb3c337b40c9c9e55a216154e8d121deff8de6323f739acecdd36cd26b12c2cc14c4fd745d56001f7307ef
H_min: 6.1425 | R: 1109 | Data: f4512c3807ed5d34d1433d5c70ac5c14bda8f8a37dfe56d8d99b931b5a07c8cfaf069d58913561f125a4b79b766b69dada8f1ca7c541f2b1e2ec2fc5a0a7040569739a3a779a1e4e706842c674b8f07f9a81943cf4451e12f8c48314b970c1eba7d3a272044a3e3e6924383f62a4ed87bb8623be7a9e89d2a01ed318c2a64247
H_min: 5.9320 | R: 1139 | Data: e5380e33016839f2c6939579abae0e00fc9f17b8639f205cdbd43c392d7923d25683e9b79f2b0c59e250d6e8ecc17aa90f2410386a9581d35bdbf626f553240c6713bf88a5c408f4e98e85845e6857f74f91362c21dc64f4d678975310d7cecb507c73c393a03fa39c8d43ca6d136e6d56a18a37b337b4ea8fe0b677ec3eefa7
H_min: 5.9320 | R: 1130 | Data: bb0c5b7d6eccc48a08b8801b5bf0087bf0d30a4dab6d4da1314ba03c3b4c7f29674e4a9883bc1ea6de71d42057a0dd70a65a1854f7ae89f6048649cde368f1809a955c60edaebe68901bd6188ee57c8ee1ca153ab513713b2cd813be220688b2b50b7634ce25ef93d72a299ec85092b9f864c7eeee834cf9cc3595dd5eae2ea6
H_min: 5.9320 | R: 1121 | Data: c33390cc21d6f44c2d7adf4d6b1489f3066be6e684459c992dbc7c4728049d76d9dca850f2a974d3d1733f85ed2ae52a468e130e7150f7969ad285fdb93c146e1fda3ab8583011ded1f70ac38da747cb5f39a0507b454e2af390e088ad4516da82d00aa169c3c5fd027e62c276183df15870606c670c5b78b4bfcbaf9280b05f
H_min: 5.9320 | R: 1130 | Data: 14941a564306338caae113709d84139f2357ec2ee483611f714f3ae0dd3c4de7b7a3f340cdb6b32f12d8091ba1d74dabd3aa35a58c6bb1e5537562a869ef2dcb08549c588c4029c3134f26c5b7140ee6fa247c06bfd4d20fc74ff47c94e1ba996552f840a9c5692f11866526a3064bcb177d8f1df5a86ee4f7e597e55e43c544
H_min: 6.1425 | R: 1122 | Data: c2ded4f4245883e26bf2eafb78583e9e09b21f8f0e45df4469416deb3f346dabbf608f1fde7b8cb7d3b72b3119319875133126b6eaf645ec4faeb3fa1714ee9a8eac95b1045adc4efa923400581aa61e2e778d1b9d8072f21b8105a978681010babe3298b55609d7082c01bbef2adb4d48437e8c0f63fc97591fde4bf99c7100
H_min: 6.1425 | R: 1112 | Data: 36dc15a9c127261c003c2a1a0fac77076e6d26f4821bb0888fb4c69a1e699e8772fa406f33bc9bcb0459027317ec5bf6fd8c7073f3c0c3114c1ab5bf5650280002340b678630881276e798430701416d18ce1e72b8c97db0d1a4c3c31eb4788e3eec6999298f5504653e51557d234712113acd98640ba9c4085cced1dac93e70
H_min: 5.6000 | R: 1107 | Data: 68224c3a299b37fc27f70caf3620680f6d4987eb6d9e5f853b343a6353a82de8e392e781cf5312dfe5054eb70cd6ad92245a0b054b100bf8786302cb8225f66a93256a94ce3bc467936d5d5b53a4377b1ef6aa48552fe2f3f6861d1658b34f6b4ae9706265652c11a9ef20d296b0b2f70b79edd67e43308c68b46c293ca32e63
H_min: 5.7541 | R: 1128 | Data: 45c12b03f924e31e28a0d89d43846b022e7bb7a0029a4d05984f6b04e0e69e8641d307cf023e6f1cace7a358c849add734a36ce3350efb2a65c79b3ccff7f470a78aa829746834aec6762f027254db6d9fcbb9c588663b21ed167e700630cacd5f8353762776efa9f68242e814132d2c232552b59e540378be35da35737a4921
H_min: 6.1425 | R: 1108 | Data: 1f28996619556e22c08c2e88d1998d7e9e2b86e0b51610293c10918d0a028607c29d563b70a23097098700df0695f65a102170f05b18477146b9d03b8dcf68ed4fcc61124f611e767653ebf2b93421735a643af93c3172d2eaa720d7318bed0dad5474905ff73c276830819e067bb6772ecfd54c314f7b192d6a5114a1820bb9
H_min: 5.7541 | R: 1123 | Data: 93fac26ac46b866668e9aefed7eb3acad75ef7668b5f37ff325289b6bb0f664f593af622f4daa9d58f2b0c1a4759b073388260f1af737fd79bf0ee1da30c9df610b1b04a18925dd591557a8cc07ebe6e4d558a60827a0a7094080d7a4fa1f69cb8c8e677c49d0dff83d29336272381dc5a5469c0ff5bb8ea3a69c517d6727d11
H_min: 6.1425 | R: 1113 | Data: 232941411499dd37da156a2ca3667dc4a023a4881ab75dad79081fa824b181c51180e67ab6ea66bba2e545ce938875cc55ef40c5c310ae2c1a27719cebf9c3b8c8ea1446ce2f12f1b2a1e16c0c60c430490e2f665789aeb24ceacbbec15133f17eb87a6c16ec94beff32f54ab94309973dd197e3072510fbaca9095c00c202d4
H_min: 6.1425 | R: 1118 | Data: dcbda248560700030ae7de09eba56c962a0e9832afe822b9f7a7b0a3025dc4b6c8b6e28fcca339c3f2d363b6b6daef47480df3114bed93c2972b5fe523cb66803888dc4231a9798180c3f769cf780d4036abd86db4198029a8037517583a92d140602deab5d08925a5d3ac324603a4905e73546adbcdb7330521f945b2180233
H_min: 5.9320 | R: 1140 | Data: 4d896bb6ee9bcec2fa0b224cf9bd71e508ad101f39bd15ed386d8e487fdc7262c4e665983e13150cdaaa491a833c766785bca4d877fbf04682e6e736443262998a004884a88318a81c3d3de4cb6be60420f60265424ee7c1c10d20d3d82a4c30ec65ed9a3ac40ea5a4ab72f8597ab1d88a89f106cfe0bb4467907b16a4eb598e
H_min: 6.1425 | R: 1130 | Data: 56a484d070698f5bceb0451a7e59737cf7e62bf048eccab68514e13234418d994d4bd56ee93451f15f958d1f2815803e31f0f474536902d9451e3d357fe0d40b8521dad416f326e5fbbbf5ac87d957b0de51eedbf387e1feb04c24758e20d9f1ef92301894641e960821ec218f005c3cd2c69aaac32b9c210474663e53bc1ee8
H_min: 5.9320 | R: 1126 | Data: f0f222dba474a6f3b7c61b502d0aca5118a04f2eac5d1c303d252d2003a13d9d9ad67061cb342054da5a66ba9471a921dcb09360b97c2064e426d4cfcb04af74094b0f239656d1e64897ec0a8e08716a00f555a103746dc844d845cfc8b3c60ab716d569243410ce2cd08266a01480899bfa7f6f89418e6400ce923be1d2b61f
H_min: 6.1425 | R: 1109 | Data: 1d443ed6db07161a5cedf698fbe6f488024235ab2a04bc5a8b418395fa5d36aeaacac9a45277c8c503079f01b664333e7fb6922fa5d9ae832afbb6fe556d4a23cfe26f3c1b7bfbc0f1d2372a70d59291ea22abedce2e31e03bd361ca79cd709f8555eaa89bb784c8204c411c90d995f13ae3d571462fda55f7e5f8041088cbfe
H_min: 5.9320 | R: 1102 | Data: b8858ea9cd8c2bffd1183d5783a4cbaf5f2d1dd4bb720e78749c0775d4f724a538f635f6bee94f25dd26dd141ffb6ac43d3dcc3dc1377e2597f6ff137224b5b275c006a1e67bf5bad69a6ff80338027c02daa2b5470e34d9b5830595728fbbf0d04989650759215282be8ae4e4a90a02b57134e821df5133e389ec906f495f89
H_min: 6.1425 | R: 1112 | Data: 35de04a3862aa235673e520f2cab38cb230e3a39bf8a02d30796fd29ee107362ffac4ecdd2a8d6c5d976c1ca8a81173686c52752480bfcbc1a8d043c95b24bb6a23bac0dcc2e1d7196be5f3dabf96bac38f55408854565d36cd2765ba39de12de1c27d5cf55f0c14bd58784bff8c9f27d7513f4bcd860d6165e72eff7bba7b92
H_min: 5.7541 | R: 1108 | Data: e5e484f1ffee1f319bd5ee80128595c32624c14125964382aab60d9819704feaec218da3d4ef09ac933e0b470a527171cd9aeb535279fc84b5bf2617c9ed0de4d7e1ecb412a2fe5140fb24e7e8aaee51e757216f29d3907f992a009c6ad4940fe2a09f87c443965d61e8b3c08223ca896490ca4c4cd370d3bd8fd2c9f6c7e451
H_min: 5.9320 | R: 1121 | Data: c1771919cb528579b5d5d1729b63e12a994843067c655e0ff0113ff03e3a761dfe1c1ebfedbacbf44087f8815023e587684d572e22b67ecb8dda3cbec3636d4c88d785cc3a7ae525ede531cce0fffa54decbd07053ba7f3ee438c5b2d3162bf023e95a1c973a10ba836b191676335e8d6e4ea8ac39a318ec0b7e55542a49c862
H_min: 5.9320 | R: 1123 | Data: b47f6da595395fad6c60ae634743d3c6fbe79d7e40c5fd0dd2c3ba17403d17287808c8ad1a943d4cf01fee2185348e84c1dcc8227e4563520c3a46c5157b9cf3d76abcb2e61f778b5bfd6c7ad806a56e71749e054fffae4f6844982039e411328ac5aede18351dd7398bf2c8c9f60d2a4e84a850c0329eccb11e7ea38202d4f0
H_min: 5.9320 | R: 1134 | Data: b7fbbbc80bd1ea0a190cadd8e64e0e1538518cef8bfecf4449fd1b4ab67cc617c5307bcab9aa2ece3a2698b2903be57ef89920eef0b558da18e55aa8b476ed695c6393b07364828107497c23995b09752c92a7c6d259ea331d0bc3fbaca3d50b8e8644f03b020162dea0ccd3e7bc38c1fd5039c5aeec14ab5cf05f08cbc3c3d5
H_min: 5.7541 | R: 1126 | Data: a6fe246cc89d8a9361c02e50fe9fd4226bc37f884d2486df72466c89b2b50243def3db03103d21ae0e202fe4333036a258e697bcd28fa4b64c578536d05ea314350f421e3b68fbee2aeacbe44dd673996e9a756d508700e7112f2d5005419c7cdac4c64af56d155b40811b0922eec3cc59afe86a48e31ddfb169c92b8d858d56
H_min: 6.1425 | R: 1102 | Data: 1cb4842c4de0977ab725c399551507bb49d2e16e4261bc0156ad4275bc73c8ac99a3b1a6928d0a1ad778338f28161bab3ad7a50bc09ecbb293eb3b4e7b9637218e53fa2d07d844725166659e48f451a362c0d2c1a5984fb37b11ddbe03ae45ec5b03a4c843e4aca72c45929fbbfff42d0e4828b8ba2a96ddb8fa385b2ed2ca12
H_min: 5.9320 | R: 1132 | Data: c4a053f06b45008f8ef9feb9bfa9d7da5372661477a788aea54988594a4fe1882e0848fbfd8a4fd687ffc99872ce6cf61fa2762d212b8acda1d343605d1be0637f998e4a97ab6b34a2010d0aaa9ee01d141f822bc3bf9a1f6c4317e6c9a0e6e885340f5432b8907351ce65db94f25cb91b9487cc646c88b6e4074d2bc9f73c5e
H_min: 5.7541 | R: 1122 | Data: 917c4adf0be3d697d78660f952b67aa75f9c72afe4ba07401c8b52b13dc48058c3a36d79dfa2257b91700553e728963a422b118ff02115e673376100f96bb55edc4413bf2cdb80479491228af6dbfc2190cf9265f1b0feb2b66e945a2dd6c40e0da01b0ca5fe290cb9d8d029dabc0be36c6cadcb4e667521fda6ea2d1a530841
H_min: 5.9320 | R: 1106 | Data: 966a5cb14158b49c802c523376f27bf339b86a713a937ee75ee218926bea794b8a200cb5a5dd5f3715dae77adf3585a9f3d8a2e1aba4ab84e129f10e410eb957b1704ccffb974d059db9defaf0c0f1060f0b140b6db9cdfe49d15a8ae501f6fb8631419db9eda4946b5ff44b9a7786580cb30bd0d011505754d8389551b305fa
H_min: 6.1425 | R: 1123 | Data: 5da42d047a36e4b4eefbf7eb528afb831de2f43582bbbed76f05961b3833f468d932d996594aa13db2ee2f3552248833fd46ebc49267045fe8129f6a2ffc486f95682fa0abbd48e40f53ab4b2892ad8fee50fb24dde4f76c5d7a1267c877ca7a5b255b12bee9f9e36f087ad0d2f693e018f4b25ea1a5e53b07279f4fc005195a
H_min: 6.1425 | R: 1126 | Data: d9e523b19eb37a2e6839a7a68b2acb3f97a7e2308074d4c7b415ab3ced661f4e27d958fcebed29350850f8bd2b7db329c07799e62872ec3771dc7def465d5d66be95233f9130f2f520cad85df2f89b87b67581655c2f4e7aa8e3369d17e16faed27e54fcb6485ee4f08299d7abf4a4e4c9a9aedee7cac5deb90e0cef29bff641
H_min: 6.1425 | R: 1113 | Data: 01e232c3997a698c3fc754735317e5c1a561ee59827cc3c94b07b4c1b17f4544109aaf59fb1775cf4ec7ad35cde4309fc64756b190d0b372b4181f15e407440f165cde47761efba5ed26ecb245b03cde68fa14b25e6fff62a9828849617cc252e02117d10cf102f4c8321160ae46789e65d4f859a0a946b7f786835ec3e43ef7
H_min: 6.1425 | R: 1110 | Data: 19656fbad1c94f6cc5f4f277693ae17202b5e570888d0570f060bdfbbed016049696ba4f87beebfcc0fb227e6104a4a1c08e49ceb9c62c96c741652c704563c5e65a61c4361bb34c74f4c7f425c50de8b7ac4479c77ec9c8772c3f272ff323e88c9ed8ef7385b285144ed00be9f937c7eda576e43d5aff8cf4d0a40d348690de
H_min: 6.4000 | R: 1123 | Data: 44e0e9c374dfb6d19803b5822823ad015576f6c80793c96d74bba491b969fb59e84db754e0e52aef2fa99856910859250a57701f0ef9a63ef967f6427a606b927bcc4e1361af30667e91ac2fbe6a5041075ec2758eab14b02aff0735fa944fdb1d6ca4c7eb570feb06c701d7d0480ffd76cfc70d11bddbf854ae55e5861b6af0
H_min: 5.6000 | R: 1114 | Data: e9986f68ad832b17d3479f85065ba5675c997b0960bcd15e7ac030713a46453affe819288a0d9c9431ea1c92ae5c8a89f453d33cd54d8c74a4d3cb4f4d7c3851c95042baeba115bdf8252cc7be6f0753605d1e255f5b04c6457d3590e772a8a4ab158f79f101a4bcabe45af1563f6119c6d3e51b766157fa2609979829aa9465
H_min: 6.1425 | R: 1105 | Data: 57dc50215ec18125404498f9d24a47ca8b9dcec86e85d0dac13211f904eacedcddda21db112bd2ffb02149ac91137b1413346833f8a9e58867c825d032970794813ed0c3063c178e228fe1e961bfc45f2a5e8448e274a03619abe968fc34f4dc8bf8e2461d222fe2437fdd2d4fcdf259e69274286fe47d622bb05bbcd153b492
H_min: 6.1425 | R: 1131 | Data: c9a85202cfd8026b8cc7837c554afcf0830e2dc2691d5266f1e47b0fa67192f76ac9aafeb3ce7ed1f5550c7dac463c5867f044470b4fa26b07539e6af7c2416f7aa56f874c56b1d727b85c6863f1b2afbd7751abae9eb0cee6a4a20a659e9979f5fc5128f2d722663ed9799610101f0d4bcb41e8f30af41c4ac9b0fec35bc712
H_min: 6.1425 | R: 1137 | Data: 1cb125d1d2965846ac4d8e4caa88d329cd66372c0dd5539d57d94ab7cd5b5dd8d1138aab36fa92b2d619b8b843baee9b6566c1099b85de0259759df5f9432fd766d35402579cdb581c5535999a9d0b58c4f768044ad134d635fdea3f77de132bfd76ac69a474b22b9c7aad42ecdb1405af675558ad9965a14140e61aa673aaee
H_min: 5.6000 | R: 1132 | Data: 0c18425dff3bb6fc757d652eb5f61154c4eac90bf139e3ef5dd13297ed3218fd3ae6aeb4731ed30cfea3c82fa756e0629495e0eb741268b72efad3b8101c1e1fdc6e4a3f264b2c1a283920cb94c0107e5c08586d9938cd07e9447341f2a5c4b21e7a4abd6ae66bab7cb3e39dea4dae6eeafc502e92a5136bcfe9ab78dfced677
H_min: 6.1425 | R: 1111 | Data: 230ecf5e8fef85c815712a017d7d3c381b01b0ca048a2610ae141f336366b78c61196554a1885b12b442b655ce5ff1ad498f495d1defdedf6de6f8fb6aa467f68936ac1b03635483f311d6e8b953f7b86547898c78c5e6ff947cd02b662d2698b781f215d55fd54b2484ff9406994826ac303084d698957f00b3cbd0abd64db3
H_min: 5.4641 | R: 1130 | Data: a84d6cedad675b4a0533b4f13370054c229ee6165a939841f78031e30c352c45bc7882d87961eed5617f5359b7a934bdb77136865c6b4a7b7fe329f7f930e1b649b38e70e65d114b72502803c5b3164dc6355434d62873d56c42737c7771fd64732137fac7f89376a31bfabb2099773c6d284f38030e594c55ffa717ee023609
H_min: 6.1425 | R: 1094 | Data: 81d1894e67f0ab2dab4389b8b84331e698ed298f069db740cc5fda24478bae4523ef8fc261a71ecab328e67972c8c636085c564a89cf2968b76d4bbf6bd52db1ee8c5f42c4896f4e526a708ffe80a37842a02b8f6cfbe8db635514a824577fce9dfad729e461e3a07a509c460d2d546ae9b8ea9af211e0d1f9b5017202e55e5c
H_min: 5.9320 | R: 1112 | Data: 1f4f1ea7172f82b26bc296eb3dc5c25b1d991c37f66bc43268de2a6136fc29b3fc7b06b4ca295cf90927424c97a993c5dc6c83be33d12748860435a88fe3a186cb0375fa8d915736d8891143be35d8838b0ac392031ff654ddc49e84678b567ef07a915dffb4c62b49c68d3e222abb872b2a72e2dee7abebbdc11627d9c282b3
H_min: 5.9320 | R: 1098 | Data: aff3b3aa9fae07cbe4b6bfeba993278e44eebe066ccb291445164fba6778a2abb6dffe068fe7b63da55dc18c48bcd1c8d96e3ac99aa63e280b5b33762ffca5817b9205cbb83eb99116d0a71656394e40acd5f3a6266faad155bc5aeb6db51d8f535e670e504742ed18a72f7251629360798b6ee2256d95f14834dec41affecc1
H_min: 6.1425 | R: 1113 | Data: 7330f24cef9c88f1bfc086ba3222c0c2b7e7711ddad40c37ce85e783392c25516ab4189d2249c4d59730a8494e6b2f990afaf2b8e2fce89e526595827d3736ec62fe5cb770d4bf88981e2a622c12f02281ae1aa331e8d122304a5142e92a94990fbb72b37be50223fe14d6983c7c140c03ad2144349cfc7920b4c3712f7ac5c2
H_min: 5.9320 | R: 1106 | Data: 2d3adb73aaffb8f2c9cd6d67c6121fce091f2dccb99ab993d809105e46ad2993d4a91f777ab2159f93dd139640b92e14f2a5c001302e49199bc37e424c112370fe3a0d2ed3b5fa12300fdfdb3ecf320c1dfb281036e081596e1e4183d2eb2f1bc519edeec16db3583fec26a7e7c8aef50b4a49fa1550fc1cb1c1f97540ae1c45
H_min: 6.1425 | R: 1123 | Data: 936dd00a3be6cfda9b5dc783c381183f3df5056475bbee725125b560f8fbfa51d17ff38a771c5f18094d4f8e4902296f83883bca0a1f9d1ef7d3e1f37ae93d1bd9ba4ec76e3fdcdbb034d2d31b6970a2e4bcaaf1c999d1e92de9302c7440e18f43a910b4704cd836dd3c98ed09b444c5ce577de851d25f4ba7f587054348e41e
H_min: 5.7541 | R: 1099 | Data: bc62c82750e7eb2e31b7a112f0aa5deeda6574a852b703136da4f00f08af2b1d7928c0623dbef01f5443b5308c6deaf3cc6451efe902c2a99257c7539132b0c3bf199dc3a5e420d508eb835811fe61776b9622bfb26454b3f1a71fe4f4d7ff9f483306735efc7398c125009f552edc39df31db315a3f74b8c412e3d33606f2e5
H_min: 5.9320 | R: 1116 | Data: dffc493ca2bba6cc5be33633fa866b047384cc6de159a887d3aa0fdb0e9f57f76bcffd5841155c6fb8724e5c3966dc32c2c245b7c8044bbea42757ea3f26166f3a94aaf54188b51d86f498cb576d361082074ac3f40edae9c7a296c22145a890274cd3ca34e2d5b02bf547734afbe68b7ee5c405539e3a8a2041a74426109c2d
H_min: 6.1425 | R: 1109 | Data: fd412a8aa5ae22beb0f5c97f5cd241d197fb1d8431627c2d18fc292d9a453e8840fd47075125e1ba6103abcf518f22e28a8d2d626d7376a32727654deca49ebda01ca1576fc8e96ad3e7a2e75385382570320f52e259357013a06ab1e25cc947e6aee816ea1500dfd71e78f8893b56eae3974813a3857f7e2a0ac1bbeaa2a52b
H_min: 5.9320 | R: 1121 | Data: 4f1f13291e23a755ea68c1e638155eccde4ea2419663748261b7a988ca640c30301e6e0736e42a39b920bf4fcc2e7f89d5911f90c355014ba7da0d59d846a2735eb33a88dbcd4b16a8fff7249f16d5f72c0464971750c5a8c1deff427ef2b7b478f41b3a2750f5d12709cec493b03478443c6277e4a3c17c2507a3867e1baf4c
H_min: 6.1425 | R: 1134 | Data: e6c1c77d27217a61897c27063baaa5279ab17ae1627d49184cd2f899fc1474ea617dce6823600d336af209652802892a6ea123b7c4fc8d1de1a572eea7969ab7067e0f8afafe47a4c4895d823d92f10b9b31c0704a32fee5b67dd11030d0a4b142247b8aae08dbe9731f3ad10c91eb08b90f69e5b8eb9e55a8d098fbfdb739d1
H_min: 6.1425 | R: 1104 | Data: b1032fc3ff02858a75f372a14d91b97d0a93429616418a151114877458af568d36c973a77e961e6eabd8e1476ed56367f91509b0619d08d40de463a6a8331061e81b1bfd276b766fa876b69b474ce582bc5eae1e184167678329006d0499b21d92b8f7134473f8109043e5e5b806172bf15d28ac52d6953dfb3e932034daea8d
H_min: 5.7541 | R: 1125 | Data: b784b066a8e4c84b50b76c6a86455b4cd1b2b7db9752348657ce6eca570c4b7bbee0299f36f4300e13bbbed3a60eb72ac9b7572ab3fd50643d08b7bd28ee28cf9c077922d8b3cff80019778d421ce85b6ed022dc06295f11f69fa192947a515495873cc83d2797f4d791447d7bdab635d9abae7d853d5a81cbccaceace7c17bb
H_min: 5.9320 | R: 1095 | Data: bffdd4035969d3b4047ca64c0d8ed7e66a61b801033f89b29c9993ccfde3048f9ccffc8b0a50fd394275625a729d8b2c67a198726dd1a1c00d82424b4fb89bd481181e2a19cb4042be63673df243de1e2e0de861b715e339560f96883c37ddd1c0f4864e8397fbb0a6fc38959d7438a1ca1f6f56d628767c16a9a74d1dc91bab
H_min: 5.9320 | R: 1139 | Data: be586d8d697198690ec101cb849cb975d15ea4e07b0fe66611700f066b17732a4dd36f2c70778b6cccd10be38ebf4f10b7f18502699ade8a69551a917925668407a4d1e2bb479d7bd63dfbaca8879dddcfc41b6c2f2e5f3140db55d13477476af5e7bce1b31faf7a0ff9f507a906826bda0e8d76f9196167cfdd7897b7aa372a
H_min: 6.1425 | R: 1111 | Data: 31cb4401f3d93bf191ae90c3f7d467096fa97b93496abf51284973e4cc8f390611c93ba8c5327cc44d56476410e7fd8610f234ad7c5b4208380db24767bbcf9f6b3d06cb6ae477542106718e2e09382d97453205c923fc9259efcb3b81ec0c7459e9d8ce0cbf3ed852d312fdd93a3d4168c687f9bbc498bac9151ec537b8723e
H_min: 6.1425 | R: 1104 | Data: 2a6970ee8fbdfd97580d71d47a35005bfb7c3e28dee95a560e0e1ddb5f5c7634030306f69931ac6d3e645af42cd39a04e399bb93a075478a4228032faa39cc58640546ee37e7c4711f46231989b68a0e1dcc60a877cd015ef63ff52091e4f8d8b81912c4b5e57ae2ef2136f1addd2ad677a0a511046123e3dc94241b47c95c09
H_min: 6.1425 | R: 1100 | Data: 65b3557837efbf95c770a42907e8d582f7b74bf017dbb17c0abcaa819d4eb00a42ead7d837edce38f7679b0e98bdf013159074a73dba5e66e2c4745888bdb5be4db50da38cdffeb8260ee95a23a585fb41d38da806a305699002dc9f20734cf35aee97d0e3f46c6da30ed0adba70dda8861d06344af4a8ecf584ed6f9f653013
H_min: 6.1425 | R: 1130 | Data: 05c8932f5504a527b9350222de945871d9d7895ebbb3d49724c4060f3f45cad538c91eba19486d2e17c140b884d39b574e2f10108c47b42f3f6af86ecda0f33fd3e6777fbeb3c4bb1cc8ffe95f4751f9d427b9a778cb685d10fc47c24e6f59b5addf477058683a09848433318fc2c875cd907e38b53c6ef875d923ba15a1f33c
H_min: 6.1425 | R: 1117 | Data: 7f7360de619e56964b8fbc44a6f3e9fca05a677ef1dbc09a1a5a180fae4231712d6fc4e8ea52cd2655251749c0b628622e3bd6aaa8d594e897b013a10d7b494872c2e9f376bd1cf125739a53bf728a85d7f90757b9e41aa12015286920d0437b9b2243d6492fcb3d3521b2e88048e39dce9c4cb1242f96b607372ea0bd61624c
H_min: 5.9320 | R: 1125 | Data: 94d06f90ba85520c78dc9bfa434ffe9635c9c32b95f328b039822895ed6162e0fea1d97c39bbaf62a5365d6a8dc5aee1278b5bb3a7cfe4877bf6510310a305965a864b8986af7f28b5a38cefc09d0d09ddc27f1a44740d1279498a0d89cab4ae7a2ad24bf167c4ea4c37bf789bb0c66dbc652dac6bd73551c73c4a7cdb5659df
H_min: 5.7541 | R: 1116 | Data: f1c52c51f99363fe6a264d6c96949639ec57a198065d10ddbf27878bc654672640d1f6800728da69179974105630a3eb6275bde911c04f918a483af326cdd92ee4c5d268d2518626e2462abbc41172010bbdabe24840f700e0851c20d9634c36d8904d041cda4c0aea20374313a2f5804f9d9317e59c551e047bad49fddc8d31
H_min: 5.4641 | R: 1146 | Data: 050abd76f04268ca3329a85f09daa26ee0ad294ae8f8ecdf631646ea360371bc8f6c872d6e95fdff4b44b86e6bbd0a2cffb6afc8b6cf1a203bbe858375417f28a80318abd113dd55ecba0a4bd5fabdbfa45f445937c5b22a859e9227661a5946b4abf3aa6c73a81213b9d11c2c0b51ae0773b1ec8990f80e7d4c6c4d0d20788c
H_min: 5.7541 | R: 1136 | Data: 59fc0c2dd4c6c9be4e35808789987a79aed24d07cecbf6bd81a18f474a64706110f78783d5f01fac7fbbe99e0030c7d1fd46494b65205bdcfd2fdea58f6fc0d88ee857520993810eb4a22a8673d019d043dd3bf0792c4ffe985bb7991c014740f5e86d974519eeef02ce5f9290bd3cfba7a2f88b4d4689a15f6faf333af15f47
H_min: 6.1425 | R: 1102 | Data: 3e30202172a5db2d439580f3448e75730717edbff708dcd19c6d5af879ef9ac478db1fd5c3c2884baa8389cb497a76ba61e6862743cc5731406b90c9ab3514b4bf7f6736bf301a3aec32da1bf946324f51130b01f706dfe9ab869498e6d3436ec2cea5fee5f5e8baa4475d0b32ba652bbe1f3fadd6d6095dcf65be6822a0314e
H_min: 5.9320 | R: 1139 | Data: 9e20b7658781ee1423d6db3b4d272b84dffc15ff43781fe895674e1c94671db0042525a44f0bded36a399189317e30b43c1520fbf23b5bbdc071e99a69427d5509b0107d30793a0678e7f2cf7c2123536954a11542b90511c28ffc8576d60985362cef13938342a7c1a197f9ff090570c78253cd86182c00a585f3f6458a4f90
